Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotalDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,FinalThird,PPA,CrsPA,Prog
453,Edo Kayembe,cd COD,MF,Watford,23-194,1998,4.1,41,50.5,81.2,807.6,194.1,17.8,20,89,16.3,19.3,84.8,6.83,10,68.3,0,0.1,-0.1,0.98,3.9,0,0,4.63
454,Juraj Kucka,sk SVK,MF,Watford,34-352,1987,16.5,22.4,31.9,70.3,412.7,127.3,10.2,13.2,77.5,8.55,11.6,73.4,2.97,5.09,58.3,0,0.04,-0.04,0.55,1.82,0.36,0.06,2.73
455,Imran Louza,ma MAR,MF,Watford,22-288,1999,5.4,33.3,43.5,76.6,720.7,233.1,11.3,12.8,88.4,14.6,17.4,84,7.22,12.4,58.2,0,0.09,-0.09,1.85,5,0.74,0,4.81
456,Moussa Sissoko,fr FRA,MF,Watford,32-181,1989,20.8,26.7,33.9,78.9,496.7,142.4,12.4,14.3,86.2,10,12.9,77.7,3.7,5.29,70,0.05,0.06,-0.01,1.06,2.36,0.48,0.19,3.27
457,Ozan Tufan,tr TUR,MF,Watford,26-327,1995,3.7,23,33,69.7,422.7,114.9,10.8,13,83.3,9.46,11.9,79.5,2.43,5.68,42.9,0,0.05,-0.05,1.08,3.51,0.27,0,2.97
458,Craig Cathcart,nir NIR,DF,Watford,33-007,1989,19.3,26.2,33.4,78.4,604.6,180,7.05,8.13,86.6,13.1,15.3,85.4,5.96,9.38,63.5,0.05,0,0.05,0.05,1.76,0.26,0.05,1.61
459,Kiko Femenía,es ESP,DF,Watford,31-011,1991,13.5,35.3,50.4,70,587.6,305.2,18.7,21.1,88.8,13.7,19.9,69,2.44,7.7,31.7,0.22,0.09,0.13,0.89,2.15,0.74,0.3,3.48
460,Christian Kabasele,be BEL,DF,Watford,30-354,1991,3.3,47.3,52.1,90.7,1136.4,355.8,7.58,8.48,89.3,28.8,30.9,93.1,10.6,12.4,85.4,0,0,0,0.3,2.12,0.3,0,2.73
461,Hassane Kamara,ci CIV,DF,Watford,27-147,1994,4.9,37.1,55.1,67.4,654.1,307.1,15.9,18.4,86.7,16.7,23.9,70.1,3.06,9.39,32.6,0,0.02,-0.02,0.61,2.65,0.82,0.2,2.65
462,Adam Masina,ma MAR,DF,Watford,28-042,1994,9.6,29.4,43.8,67.1,644.7,299.2,7.4,8.85,83.5,15.6,20,78.1,5.83,14,41.8,0,0.05,-0.05,0.73,2.19,0.63,0.42,2.71
463,Jeremy Ngakia,eng ENG,DF,Watford,21-159,2000,6.3,32.5,44.6,73,607,292.5,13.2,15.6,84.7,14.8,18.1,81.6,4.13,9.21,44.8,0,0.05,-0.05,0.32,2.86,0.95,0.32,3.17
464,Nicolas Nkoulou,cm CMR,DF,Watford,31-323,1990,1.9,24.2,27.9,86.8,572.6,85.3,5.26,5.79,90.9,12.6,14.2,88.9,5.79,7.37,78.6,0,0,0,0.53,1.05,0,0,0.53
465,Danny Rose,eng ENG,DF,Watford,31-226,1990,7.7,28.7,43,66.8,602.1,345.6,10.5,11.8,89,12.6,17.1,73.5,5.06,11.4,44.3,0,0.1,-0.1,0.65,3.12,0.91,0.13,4.16
466,Samir Santos,br BRA,DF,Watford,27-070,1994,5,32.4,38.8,83.5,717,186,9.6,10.2,94.1,16.8,17.8,94.4,5.8,10.2,56.9,0,0,0,0,1.6,0,0,1.6
467,Francisco Sierralta,cl CHI,DF,Watford,24-283,1997,4.7,30.6,36.4,84.2,743.8,199.6,4.26,4.68,90.9,18.1,19.1,94.4,7.66,11.7,65.5,0,0,0,0,0.64,0,0,0.64
468,William Troost-Ekong,ng NGA,DF,Watford,28-165,1993,15.3,28.5,36.2,78.7,748.1,236.1,4.18,5.03,83.1,15.8,17.6,89.6,8.5,13.1,64.7,0,0.01,-0.01,0.07,1.9,0.07,0,2.03
469,Daniel Bachmann,at AUT,GK,Watford,27-219,1994,11,17.5,29.8,58.8,665.8,453.7,1.82,1.82,100,6.91,7.18,96.2,8.82,20.8,42.4,0,0,0,0,0.82,0,0,0
470,Ben Foster,eng ENG,GK,Watford,38-316,1983,12,16.9,33,51.3,764.5,564.4,1.08,1.17,92.9,4.83,5,96.7,11,26.8,41,0.08,0.01,0.07,0.08,1.75,0.08,0,0
471,Michail Antonio,jm JAM,FW,West Ham,31-322,1990,22.4,14.2,21.9,65,234.8,45.3,7.63,10,76,4.42,6.47,68.3,1.52,2.68,56.7,0.27,0.22,0.04,1.56,0.71,1.03,0.45,1.16
472,Jarrod Bowen,eng ENG,FW,West Ham,25-055,1996,22.6,19.1,28.2,67.8,360.6,96.2,9.16,11.2,81.8,5.93,8.1,73.2,3.45,6.9,50,0.31,0.2,0.11,1.42,0.97,0.93,0.18,1.73
473,Saïd Benrahma,dz ALG,FWMF,West Ham,26-187,1995,16.6,25.5,33.9,75.4,407,91.9,14.8,17.3,85.4,7.95,10.1,78.6,2.17,4.1,52.9,0.24,0.13,0.11,1.2,1.45,1.39,0.54,2.53
474,Nikola Vlašić,hr CRO,FWMF,West Ham,24-132,1997,4,27.8,35.8,77.6,393.3,68.5,17.3,18.8,92,8.25,10.8,76.7,1,3.5,28.6,0,0.07,-0.07,1.25,0.5,1,0,2.5
475,Andriy Yarmolenko,ua UKR,FWMF,West Ham,32-113,1989,1.1,30,43.6,68.8,496.4,129.1,16.4,23.6,69.2,9.09,13.6,66.7,3.64,3.64,100,0,0,0,0.91,0,2.73,0.91,3.64
476,Pablo Fornals,es ESP,MFFW,West Ham,25-356,1996,18.8,31.3,41.6,75.2,572.3,185.6,14.2,16.5,86.1,12.6,15.7,80.1,3.83,6.86,55.8,0.11,0.15,-0.04,1.44,3.09,1.49,0.27,5.05
477,Alex Král,cz CZE,MF,West Ham,23-270,1998,0,0,2,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0
478,Manuel Lanzini,ar ARG,MF,West Ham,28-363,1993,9.9,56,62.8,89.1,898.9,192.8,29.6,31.4,94.2,20.7,23.2,89.1,4.24,6.26,67.7,0.2,0.19,0.01,1.72,3.33,1.01,0,4.04
479,Mark Noble,eng ENG,MF,West Ham,34-281,1987,1.1,50,59.1,84.6,939.1,249.1,17.3,19.1,90.5,28.2,29.1,96.9,4.55,10.9,41.7,0,0,0,0,4.55,0,0,2.73
480,Sonny Perkins,eng ENG,MF,West Ham,18-003,2004,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0
481,Declan Rice,eng ENG,MF,West Ham,23-030,1999,23,50.7,56.6,89.6,1016.7,243.4,18.5,20,92.6,23.7,25.8,91.7,7.91,9.65,82,0.17,0.07,0.1,0.74,6.39,0.78,0.26,3.7
482,Tomáš Souček,cz CZE,MF,West Ham,26-351,1995,21.9,33.7,42.1,80,639.9,140.5,14.2,17.3,82.1,13.8,16.8,82.3,4.93,6.62,74.5,0.05,0.03,0.02,0.46,3.24,0.5,0.09,3.52
483,Arthur Masuaku,cd COD,DFFW,West Ham,28-098,1993,5.6,42.3,54.6,77.5,677.7,228.9,23.9,27.1,88.2,15.9,20.7,76.7,2.32,6.07,38.2,0.18,0.16,0.02,0.54,3.75,0.71,0.18,3.75
484,Harrison Ashby,sct SCO,DF,West Ham,20-091,2001,0.1,70,80,87.5,1420,180,20,20,100,40,50,80,10,10,100,0,0,0,0,0,0,0,0
485,Vladimír Coufal,cz CZE,DF,West Ham,29-175,1992,17.9,39.8,58.5,68,688,340.2,18,21.7,83.2,17.8,24.1,73.6,3.35,9.94,33.7,0.17,0.12,0.05,0.84,2.63,1.34,0.67,4.36
486,Aaron Cresswell,eng ENG,DF,West Ham,32-060,1989,16.7,55,69.5,79.2,1008.8,436.2,23.7,25.6,92.7,24.3,27.8,87.3,6.29,13.5,46.7,0.12,0.13,-0.01,1.5,4.19,1.08,0.36,6.11
487,Craig Dawson,eng ENG,DF,West Ham,31-283,1990,17.9,33.2,40.7,81.6,778.2,251.3,8.77,9.66,90.8,15.9,18.1,88,8.21,12.1,67.7,0.06,0.03,0.03,0.17,3.13,0.06,0,1.84
488,Issa Diop,fr FRA,DF,West Ham,25-035,1997,8,32.8,38.5,85.1,662.6,224.3,10.3,11,93.2,18.1,19.9,91.2,4.25,7.5,56.7,0,0,0,0,1.38,0,0,1.38
489,Ryan Fredericks,eng ENG,DF,West Ham,29-126,1992,0.3,13.3,26.7,50,266.7,66.7,6.67,10,66.7,3.33,6.67,50,3.33,6.67,50,0,0,0,0,0,0,0,0
490,Ben Johnson,eng ENG,DF,West Ham,22-020,2000,8.9,35.5,51.7,68.7,685.8,308.8,15.3,17.5,87.2,14.7,21,70.1,4.72,10.6,44.7,0,0.03,-0.03,0.45,2.81,1.35,0.79,3.26
491,Angelo Ogbonna,it ITA,DF,West Ham,33-266,1988,10.2,38.4,44.3,86.7,842,220,9.61,10.1,95.1,22.2,23.5,94.2,6.37,10.1,63.1,0,0,0,0,1.76,0,0,0.98
492,Kurt Zouma,fr FRA,DF,West Ham,27-109,1994,12.8,33.5,38.8,86.5,720.3,202.7,9.14,9.92,92.1,19,20.8,91.4,5.23,7.89,66.3,0,0,0,0,0.7,0.08,0,1.48
493,Alphonse Areola,fr FRA,GK,West Ham,28-351,1993,1,20,41,48.8,768,546,0,0,,9,9,100,11,32,34.4,0,0,0,0,0,0,0,0
494,Łukasz Fabiański,pl POL,GK,West Ham,36-301,1985,23,16.3,26,62.8,628.6,410.6,1.3,1.3,100,5.61,5.65,99.2,9.39,18.9,49.7,0,0,0,0.04,0.26,0,0,0
495,Raúl Jiménez,mx MEX,FW,Wolves,30-284,1991,18.3,19.9,28.5,69.9,288.9,60.3,12.3,16.2,76.4,5.63,7.16,78.6,1.26,2.68,46.9,0.11,0.09,0.02,1.26,1.26,0.49,0.05,1.58
496,Adama Traoré,es ESP,FW,Wolves,26-019,1996,11.9,20.6,27.6,74.5,354.9,66.7,10.5,13.4,78.6,7.14,9.5,75.2,2.61,3.45,75.6,0,0.14,-0.14,1.6,1.43,1.26,0.59,1.93
497,Morgan Gibbs-White,eng ENG,FWMF,Wolves,22-017,2000,0.1,70,100,70,740,280,50,60,83.3,10,10,100,0,10,0,0,0,0,0,10,0,0,10
498,Hwang Hee-chan,kr KOR,FWMF,Wolves,26-018,1996,10.9,23.6,29.2,80.8,399.3,52,12.6,15.1,83,7.8,9.08,85.9,2.66,3.49,76.3,0,0.09,-0.09,0.64,1.1,0.37,0,1.19
499,Daniel Podence,pt POR,FWMF,Wolves,26-115,1995,8.8,27.6,38.3,72.1,455.6,149.3,14.8,18.3,80.7,8.64,11.6,74.5,2.95,5.34,55.3,0.23,0.26,-0.03,2.05,2.39,2.5,0.8,4.43
500,Fábio Silva,pt POR,FWMF,Wolves,19-209,2002,1.6,15,25,60,221.9,55.6,10,13.8,72.7,4.38,6.25,70,0.63,1.25,50,0,0.06,-0.06,0.63,0.63,0.63,0,2.5
501,Francisco Trincão,pt POR,FWMF,Wolves,22-046,1999,11.1,23.8,30.5,77.9,398.8,84.8,11.9,13.7,86.8,9.01,10.9,82.6,2.25,3.78,59.5,0,0.08,-0.08,1.17,1.89,0.81,0.18,2.25
502,Chiquinho,pt POR,MF,Wolves,22-008,2000,0.3,23.3,40,58.3,350,193.3,16.7,23.3,71.4,3.33,10,33.3,3.33,3.33,100,0,0.33,-0.33,3.33,0,3.33,3.33,6.67
503,Luke Cundle,eng ENG,MF,Wolves,19-293,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
504,Leander Dendoncker,be BEL,MF,Wolves,26-304,1995,10.8,32.3,36.9,87.5,578.2,122.4,14.9,16.9,88.5,12.9,14.2,90.8,3.89,4.54,85.7,0.09,0.07,0.02,0.56,1.67,0.19,0,2.04
505,João Moutinho,pt POR,MF,Wolves,35-158,1986,19.4,49.2,58.1,84.7,1027.6,194,16.6,18.9,88,22.6,24.8,91.1,9.23,12.7,72.8,0.05,0.09,-0.04,1.34,4.02,0.62,0.15,3.71
506,Rúben Neves,pt POR,MF,Wolves,24-337,1997,18,52.8,65.4,80.8,1297.1,275.4,10.9,13.3,82.4,27,30.8,87.7,14.7,20.1,73.1,0.06,0.08,-0.03,0.78,6.89,0.94,0.06,4.72
507,Rayan Aït Nouri,fr FRA,DF,Wolves,20-252,2001,10.3,37.5,52.1,71.9,625.8,228.2,20,21.9,91.2,14.1,18.5,75.9,3.2,9.03,35.5,0.19,0.09,0.11,0.78,1.55,0.68,0.39,2.23
508,Conor Coady,eng ENG,DF,Wolves,28-353,1993,21.8,35.6,40.3,88.3,917.8,274.7,5,5.32,94,20.3,21.5,94.7,10.1,13,78.1,0,0,0,0,1.38,0.09,0,0.96
509,Toti Gomes,pt POR,DF,Wolves,23-028,1999,2,26.5,41.5,63.9,474.5,180.5,10.5,11.5,91.3,13,18,72.2,2,10.5,19,0,0,0,0,2,0,0,1.5
510,Ki-Jana Hoever,nl NED,DF,Wolves,20-026,2002,2.2,34.1,47.7,71.4,660.9,231.8,13.2,17.7,74.4,17.3,22.3,77.6,3.64,5.45,66.7,0,0,0,0.45,0.91,0.45,0.45,2.73
511,Max Kilman,eng ENG,DF,Wolves,24-266,1997,22,41,47.2,86.8,864.8,298.4,13,14.2,91.4,21,22.9,92,6.59,9.41,70,0,0,0,0.09,2.73,0.09,0,3.18
512,Fernando Marçal,br BRA,DF,Wolves,32-359,1989,11.3,40.1,51.4,78,708,231.2,18.2,20.3,90,18.4,22.5,81.9,3.01,6.81,44.2,0,0.01,-0.01,0.18,1.68,0.35,0.18,3.19
513,Romain Saïss,ma MAR,DF,Wolves,31-324,1990,19.4,44.9,54.5,82.5,958.6,464.7,12.9,14.2,90.9,24.7,27.8,88.9,7.06,11.6,60.6,0,0.01,-0.01,0.1,5.67,0,0,4.23
514,Nélson Semedo,pt POR,DF,Wolves,28-089,1993,19.4,39.1,49.4,79.1,590.2,214.7,22.6,25.1,90.1,13.9,16.9,82,1.96,5.21,37.6,0.05,0.05,0.01,0.57,2.27,0.36,0.1,3.3
515,José Sá,pt POR,GK,Wolves,29-027,1993,22,17.9,27.7,64.5,552.5,323.4,3.14,3.14,100,7.27,7.36,98.8,7.41,17.1,43.4,0.05,0.05,0,0.18,0.36,0.09,0,0
